nicho,denominacion,sitio_web,descripcion,categoria
Leasing Maquinaria & Equipo,9 Top Maquinaria Companies In Mexico City (Updated May ...,https://aeroleads.com/list/top-maquinaria-companies-in-mexico-city,"Featured companies include Abcd Arquitectura, In Credit & Leasing®, and Amdm Asociación Mexicana De Distribuidores De Maquinaria. Company records in this list.",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,AMDM: Página de inicio,https://amdm.org.mx/,"### Lo mejor de las industrias   Metalmecáncia, Construcción   y Manejo de Materiales.
[DISTRIBUIDOR DE MAQUINARIA](https://amdm.org.mx/wp-content/uploads/2026/03/PPMP-_-ES.pdf)

- AMDM   82 AÑOS REPRESENTANDO A   FABRICANTES Y DISTRIBUIDORES   DE MAQUINARIA EN MÉXICO

### Agrupamos a los distribuidores y fabricantes   de maquinaria de construcción, equipo para   manejo y almacenaje de carga, metalmecánico,   productos afines o complementarios, con el   propósito de tener una representatividad   institucional a nivel nacional e internacional.
[CONTACTO](https://amdm.org.mx/#)

1. [1](https://amdm.org.mx/#)
2. [2](https://amdm.org.mx/#)
3. [3](https://amdm.org.mx/#)
4. [4](https://amdm.org.mx/#)

- [](https://amdm.org.mx/#)
- [](https://amdm.org.mx/#)

### Lo mejor de las industrias   Metalmecáncia, Construcción   y Manejo de Materiales.
[DISTRIBUIDOR DE MAQUINARIA](https://amdm.org.mx/wp-content/uploads/2026/03/PPMP-_-ES.pdf)

### Agrupamos a los distribuidores y fabricantes de maquinaria de construcción, equipo para manejo y almacenaje de carga, metalmecánico, productos afines o complementarios, con el propósito de tener una representatividad institucional a nivel nacional e internacional.
[CONTACTO](https://amdm.org.mx/#)",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,AMDM Asociación Mexicana de Distribuidores de ...,https://mx.linkedin.com/company/amdmaquinaria,"Agrupamos a los distribuidores y fabricantes de maquinaria de construcción, equipo para manejo y almacenaje de carga, máquinas-herramienta, productos afines ...",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,"Mexican Association of Machinery Distributors (AMDM), Mexico",http://www.newmaker.com/company-1357-Mexican-Association-of-Machinery-Distributors-(AMDM).html,"Website: http://www.amdm.org.mx/ ; Telephone: +52-55-5531 6976 ; Address: Francisco Petrarca 232 Chapultepec Morales, 11570 México, D.F., Mexico City, Mexico ...",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,AMDM Socio Amprofec,https://www.amprofec.org/directorio-empresa/amdm-socio-amprofec,"### **AMDM Asociación Mexicana de Distribuidores de Maquinaria**
Chapultepec, Ciudad de México

## Descripción
80 años representando a fabricantes y distribuidores de maquinaria en México.

AMDM agrupa a los distribuidores, arrendadores, fabricantes de maquinaria y equipo más importantes del país, con el propósito de brindar una representatividad institucional y velar por los intereses de sus agremiados.",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,"Asociación Mexicana de Distribuidores de Maquinaria, ...",https://www.cosmos.com.mx/empresa/asociacion-mexicana-de-distribuidores-de-maquinaria-4sb3.html,"Distribuidores de Maquinaria: Metalmecánica manejo de materiales, construcción Fresadora, Prensas, Tronzadora, Pulidora, Patines Hidráulicos, Carritos, ...",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,Directorio de Asociados,https://amdm.org.mx/directorio-de-asociados-amdm/,"Descubre nuestro Directorio de Asociados, donde encontrarás valiosos contactos y recursos para potenciar tu red profesional.",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,"MADISA CAT Maquinaria, refacciones, servicio",https://www.madisa.com/,"### Renta de Maquinaria
![](https://www.madisa.com/wp-content/uploads/2022/08/Usada-web-150x150-2022-150x150.webp)

## Grupo MADISA
Somos el distribuidor de maquinaria y equipo más grande en México.",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,AMDM Asociación Mexicana de Distribuidores de Maquinaria ...,https://rocketreach.co/amdm-asociacion-mexicana-de-distribuidores-de-maquinaria-profile_b415199dff8dd0d8,"Agrupamos a los distribuidores y fabricantes de maquinaria de construcción, equipo para manejo y almacenaje de carga, máquinas-herramienta, productos afines ...",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,Home,https://en.industryarena.com/amdm?message=1,"Nowadays, the machinery and equipment suppliers, leasers and manufacturers Association work with the same service spirit, adding capacity efforts in order to ...",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,Llega la nueva era de la Asociación Mexicana de Distribuidores de ...,https://somosindustria.com/amp/articulo/llega-la-nueva-era-de-la-asociacion-mexicana-de-distribuidores-de-maquinaria/,"Al día de hoy, La AMDM es formada por más 150 socios que representan a más de 4,000 marcas globales, lo que significa un 45% de todas las marcas envueltas en ...",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,Sobre AMDM,https://amdm.org.mx/sobre-amdm/,"En la AMDM se agrupan los distribuidores, arrendadores, fabricantes de maquinaria y equipo más importantes del país, con el propósito de brindar ...",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,La Asociación Mexicana de Distribuidores de Maquinaria elige ...,https://ambienteplastico.com/la-asociacion-mexicana-de-distribuidores-de-maquinaria-elige-al-nuevo-comite-ejecutivo-para-el-periodo-2022-2024/,"Inicia un nuevo periodo para la Asociación Mexicana de Distribuidores de Maquinaria, bajo la gestión del empresario Eduardo Villalaz Román.",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,Trabajar en Asociación Mexicana de Distribuidores de Maquinaria (AMDM),"https://www.glassdoor.com.mx/Descripci%C3%B3n-general/Trabajar-en-Asociaci%C3%B3n-Mexicana-de-Distribuidores-de-Maquinaria-AMDM-EI_IE2764696.12,68.htm","Glassdoor te ofrece una mirada desde adentro sobre cómo es trabajar en Asociación Mexicana de Distribuidores de Maquinaria (AMDM), lo cual incluye sueldos, ...",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,¡La nueva era de la Asociación Mexicana de Distribuidores ...,https://clusterindustrial.com.mx/la-nueva-era-de-la-asociacion-mexicana-de-distribuidores-de-maquinaria-ha-llegado/,"Hoy, la AMDM es formada por más 150 socios que representan a más de 4,000 marcas globales, lo que significa un 45% de todas las marcas envueltas ...",Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,Leasing de maquinaria pesada,https://es.cultivafinancial.com/funding/equipment-leasing,Nuestro programa de arrendamiento con opción a compra ofrece a los clientes de todos los créditos la oportunidad de financiar equipos nuevos o usados de entre ...,Arrendamiento Heavy Equipment / Industrial
Leasing Maquinaria & Equipo,Directorio,https://amlico.com.mx/directorio/,"Empresa dedica a la renta y venta de maquinaria ligera para la construccion en Jalisco. Distribuidores de las marcas Hilti, Makita, Kaesser, Weber, Felsa, ...",Arrendamiento Heavy Equipment / Industrial
